video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/shorts/i70jE-ur5UI,/@mdproductionsnba,MD Productions,The DIRTIEST Player in the LEAGUE 😳 #shorts,150K,16 hours,Basketball highlights Basketball edits Basketball shorts Basketball mixtape Basketball inspiration Basketball motivation Basketball ...,2026-01-21 10:02:13.376846
/shorts/Dw5kuvSaq8o,/@KENCHARLES.N,KENCHARLES.N,Jordan Clarkson used KAT as a Decoy! 🤯,288K,1 day,NBA Highlights: Jordan Clarkson used KAT Karl Anthony Towns as a Decoy in one of their transition plays during the New York ...,2026-01-21 10:02:13.380669
/shorts/LR1TG038CSg,/@mdproductionsnba,MD Productions,They might've SEEN this CLIP 🤣 #shorts,1.4M,2 days,Basketball highlights Basketball edits Basketball shorts Basketball mixtape Basketball inspiration Basketball motivation Basketball ...,2026-01-21 10:02:13.382625
/watch?v=nb4LLlqihvw&pp=ygUfbmF0aW9uYWwgYmFza2V0YmFsbCBhc3NvY2lhdGlvbg%3D%3D,/@NBA,NBA,"GRIZZLIES at LAKERS | FULL GAME HIGHLIGHTS | January 2, 2026",1.6M,2 weeks,"The Lakers defeated the Grizzlies, 128-121 tonight in Los Angeles. Luka Dončić finished with a team-high 34 points along with 8 ...",2026-01-21 10:02:13.387838
/shorts/9SLDoM_336Y,/@Naifhalehydeb,Naifh Alehydeb,Steph is GETTING OLD 🥲💔,155K,2 days,"Credit: NBA , and Golden State Warriors This video was edited by me with care and creativity to bring a unique and ...",2026-01-21 10:02:13.389131
/shorts/DI3C75eiXbw,/@Houseofhighlights,House of Highlights,LeBron CHASE DOWN BLOCK 🍿,206K,2 days,lebronjames #nba #basketball.,2026-01-21 10:02:13.391113
/shorts/tzjm9xwEn3M,/@mjgoatlegacy,MJ GOAT Legacy,MJ & Charles Oakley Went at It… Then Smiled 😄🔥#shorts,9.1K,14 hours,"In Game 3 of the 1989 ECSF, Michael Jordan and Charles Oakley battled hard for ball possession, showing pure competitiveness.",2026-01-21 10:02:13.394956
/shorts/7PZ0D72WcUE,/@Houseofhighlights,House of Highlights,Did KD pay tribute to Dirk here?! 🤯😳,907K,2 days,kevindurant #nba #basketball.,2026-01-21 10:02:13.397089
/shorts/zL6mLUHDFGk,/@Why_Sports,WhySports,LeBron Prime Wouldn't Have Missed This😔 #shorts #lebronjames #basketball,363K,5 days,he is still the king tho.,2026-01-21 10:02:13.398261
/shorts/M7SY_Kc0Seg,/@JumpersMystery4,JumpersMystery,Scariest Basketball Team Ever 😶 - Jumpers Jump Reacts,1.9K,15 hours,jumpersjump #basketball #storytime #creepy #mystery #nba #stevenadams.,2026-01-21 10:02:13.400534
/watch?v=oK1_FOYHqTI&pp=ygUfbmF0aW9uYWwgYmFza2V0YmFsbCBhc3NvY2lhdGlvbg%3D%3D,/@NBA,NBA,"GRIZZLIES at LAKERS | FULL GAME HIGHLIGHTS | January 4, 2026",1.2M,2 weeks,"The Lakers defeated the Grizzlies, 120-114 tonight in Los Angeles. Luka Dončić contributed a team-high 36 points to go with 9 ...",2026-01-21 10:02:13.407446
/shorts/bIF84Yqcla8,/@thedeep3pod,The Deep 3,The Best NBA Jerseys In The Pacific Division! 👀🏀,90K,2 days,NBA jersey ranks! #nba.,2026-01-21 10:02:13.411317
/shorts/mN9t9tlmomY,/@BleacherReport,Bleacher Report,Jay Huff ready to bring his reverse jams to the dunk contest 😅,379K,4 days,Jay Huff explains how he's ready to be in the dunk contest if called upon #nba #basketball #jayhuff #dunkcontest.,2026-01-21 10:02:13.414182
/shorts/quKjS9edW4I,/@nationalvlogar,nationalvlogar,CaitlinClark came out of no where/ #nba #caitlinclark #basketball #basketballplayer #wnba,2K,9 hours,CaitlinClark came out of no where/ #nba #caitlinclark #basketball #basketballplayer #wnba.,2026-01-21 10:02:21.382264
/watch?v=g4FBnqCVQ_A&pp=ygUfbmF0aW9uYWwgYmFza2V0YmFsbCBhc3NvY2lhdGlvbg%3D%3D,/@NBA,NBA,"KINGS at LAKERS | FULL GAME HIGHLIGHTS | December 28, 2025",1.7M,3 weeks,"The Lakers defeated the Kings, 125-101 tonight in Los Angeles. Luka Dončić contributed a team-high 34 points to go with 7 ...",2026-01-21 10:02:21.383868
/shorts/BWV1f3Y-J9U,/@GDsHighlights,GD's Highlights,CRAZIEST Ankle Breaker 😭 #shorts,78M,2 years,"via @gdfactoryclips (TikTok) ✓ SUBSCRIBE, LIKE & COMMENT! ---- TikTok: https://bit.ly/3oq16Xu TikTok 2: ...",2026-01-21 10:02:21.386681
/shorts/5n6RchSAlY8,/@LUKAMAGICFAN,LukaMagicFan ,Luka Dončić Is WAY More Interesting Mic’d Up 😂🎙️,18K,2 days,"Buckets are guaranteed — but the commentary is a bonus When Luka Dončić gets a microphone, the game becomes pure ...",2026-01-21 10:02:21.388420
/shorts/wJKu5ivBYGQ,/@nationalvlogar,nationalvlogar,CaitlinClark timed it perfect/ #nba #basketball #caitlinclark #wnba #basketballplayer,6.7K,19 hours,CaitlinClark timed it perfect/ #nba #basketball #caitlinclark #wnba #basketballplayer.,2026-01-21 10:02:21.390811
/shorts/kpH0OL2WCwQ,/@laclippers,LA Clippers,move you've never seen before 😨,32K,2 days,"Subscribe for all-access content, game highlights, and more TEXT US +1 (213) 577-1833 TICKETS ...",2026-01-21 10:02:21.392076
/shorts/dd1o2ZaPHew,/@Peakkperformance,@Peakkperformance,THIS IS HOW COORDINATED THE GOLDEN STATE WARRIORS ARE FOR STEPHEN CURRY!,15K,2 days,basketball #shorts #fitness #nba #basketballplayer #nbaplayer #stephencurry #stephcurry #lebronjames #athlete #gym #sports ...,2026-01-21 10:02:21.393551
/shorts/X07yCfB-nVo,/@nflcountdown,THE NFL COUNTDOWN,Top 5 steph curry three pointers in NBA history 😱😱 Did i forget anything? #nba #nbarankings,20K,1 day,steph curry three pointers in NBA history Did i forget anything? #nba #nbarankings #stephencurry #fyp.,2026-01-21 10:02:21.394780
/watch?v=XHNkWe2lhZM&pp=ygUfbmF0aW9uYWwgYmFza2V0YmFsbCBhc3NvY2lhdGlvbg%3D%3D,/@NBA,NBA,"HAWKS at LAKERS | FULL GAME HIGHLIGHTS | January 13, 2026",1.4M,7 days,"The Lakers defeated the Hawks, 141-116 tonight in Los Angeles. LeBron James finished with a team-high 31 points along with 10 ...",2026-01-21 10:02:21.397591
/watch?v=G6go_js-qoU&pp=ygUfbmF0aW9uYWwgYmFza2V0YmFsbCBhc3NvY2lhdGlvbtIHCQmHCgGHKiGM7w%3D%3D,/@NBA,NBA,"WARRIORS at LAKERS | FULL GAME HIGHLIGHTS | April 3, 2025",3.3M,9 months,"The Warriors defeated the Lakers, 123-116 tonight in Los Angeles. Stephen Curry finished with a team-high 37 points along with 6 ...",2026-01-21 10:02:21.401306
/shorts/DZ1wBEBVzHM,/@BleacherReport,Bleacher Report,Bald Wemby dagger rebound 😤,52K,3 days,Victor Wembanyama seals a win over the Timberwolves with a rebound on a missed free throw. #nba #basketball #wemby.,2026-01-21 10:02:21.405122
/shorts/VgT_d8pbdDE,/@Naifhalehydeb,Naifh Alehydeb,Druski is TOO COLD for this 🤫🥶,417K,3 days,"Credit: NBA , and Overtime This video was edited by me with care and creativity to bring a unique and entertaining ...",2026-01-21 10:02:21.406346
/watch?v=aDVG791mrcg&pp=ygUfbmF0aW9uYWwgYmFza2V0YmFsbCBhc3NvY2lhdGlvbg%3D%3D,/@NBA,NBA,"LAKERS at KINGS | FULL GAME HIGHLIGHTS | January 12, 2026",818K,8 days,"The Kings defeated the Lakers, 124-112 tonight in Sacramento. DeMar DeRozan finished with a team-high 32 points along with 6 ...",2026-01-21 10:02:21.407746
/watch?v=ZB7ZUEMdtZw&pp=ygUfbmF0aW9uYWwgYmFza2V0YmFsbCBhc3NvY2lhdGlvbg%3D%3D,/@NBA,NBA,"ROCKETS at LAKERS | FULL GAME HIGHLIGHTS | December 25, 2025",1.4M,3 weeks,"The Rockets defeated the Lakers, 119-96 tonight in Los Angeles. Amen Thompson contributed a team-high 26 points to go with 7 ...",2026-01-21 10:02:31.620600
/watch?v=9c01YRDNQWM&pp=ygUfbmF0aW9uYWwgYmFza2V0YmFsbCBhc3NvY2lhdGlvbg%3D%3D,/@NBA,NBA,"LAKERS at SUNS | FULL GAME HIGHLIGHTS | December 23, 2025",1M,4 weeks,"The Suns defeated the Lakers, 132-108 tonight in Phoenix. Dillon Brooks contributed a team-high 25 points to go with 3 three ...",2026-01-21 10:02:31.624462
/watch?v=EHLrqgh7WEw&pp=ygUfbmF0aW9uYWwgYmFza2V0YmFsbCBhc3NvY2lhdGlvbg%3D%3D,/@NBA,NBA,"MAVERICKS at LAKERS | EMIRATES NBA CUP 🏆 | FULL GAME HIGHLIGHTS | November 28, 2025",3M,1 month,"The Lakers defeated the Mavericks, 129-119 tonight in Los Angeles. Austin Reaves contributed a team-high 38 points to go with 8 ...",2026-01-21 10:02:31.626005
/watch?v=RCDUJq6ShV8&pp=ygUfbmF0aW9uYWwgYmFza2V0YmFsbCBhc3NvY2lhdGlvbg%3D%3D,/@NBA,NBA,"SPURS at TIMBERWOLVES | FULL GAME HIGHLIGHTS | January 11, 2026",878K,9 days,"The Timberwolves defeated the Spurs, 104-103 tonight in Minnesota. Anthony Edwards finished with a team-high 23 points along ...",2026-01-21 10:02:31.630536
/watch?v=DWF361kZsac&pp=ygUfbmF0aW9uYWwgYmFza2V0YmFsbCBhc3NvY2lhdGlvbg%3D%3D,/@NBA,NBA,"BUCKS at HAWKS | FULL GAME HIGHLIGHTS | January 19, 2026",134K,1 day,"The Bucks defeated the Hawks, 112-110 tonight in Atlanta. Giannis Antetokounmpo finished with a team-high 21 points along with ...",2026-01-21 10:02:31.633148
/watch?v=PpOYd2izUr8&pp=ygUfbmF0aW9uYWwgYmFza2V0YmFsbCBhc3NvY2lhdGlvbtIHCQmHCgGHKiGM7w%3D%3D,/@nbl,National Basketball League,JaVale McGee goes off in NBL debut (Full Highlights),302K,3 months,"In his first game of the NBL season, JaVale McGee was dominant getting it done on both ends of the floor.",2026-01-21 10:02:31.637104
/shorts/ksGrAdozANE,/@ReboundRewind,Rebound Rewind,Newest NBA Rivalries: #nba,300K,4 days,Rebound Rewind's Latest NBA Video: #NBA #NBAPlayoffs #NBAFinals Previous NBA Animations: NBA Facts that sound ...,2026-01-21 10:02:31.638884
/shorts/GNTQABoREGQ,/@BallerHighlightss,Baller Highlights,Jeff Teague talks about doing the SKILLS CHALLENGE #shorts #nba #jeffteague,61K,15 hours,Like Share & Subscribe.,2026-01-21 10:02:31.640414
/watch?v=jZLINQQAVx8&pp=ygUfbmF0aW9uYWwgYmFza2V0YmFsbCBhc3NvY2lhdGlvbg%3D%3D,/@NBA,NBA,"ROCKETS at MAVERICKS | FULL GAME HIGHLIGHTS | January 3, 2026",881K,2 weeks,"The Mavericks defeated the Rockets, 110-104 tonight in Dallas. Anthony Davis finished with a team-high 26 points along with 12 ...",2026-01-21 10:02:31.645285
/shorts/8aRenCoajBA,/@GridironBuckets,Gridiron Buckets,Team USA Basketball Giving Avengers Aura,23M,1 year,stephcurry #stephencurry #lebron #kevindurant #anthonyedwards #devinbooker #teamusa #lakers #goldenstatewarriors ...,2026-01-21 10:02:31.646669
/watch?v=It6IkMZOm6Q&pp=ygUfbmF0aW9uYWwgYmFza2V0YmFsbCBhc3NvY2lhdGlvbg%3D%3D,/@NBA,NBA,"LAKERS at JAZZ | FULL GAME HIGHLIGHTS | November 23, 2025",1.9M,1 month,"The Lakers defeated the Jazz, 108-106 tonight in Utah. Luka Dončić contributed a team-high 33 points to go with 11 rebounds 8 ...",2026-01-21 10:02:31.650328
/watch?v=q9D4-zwZyYY&pp=ygUfbmF0aW9uYWwgYmFza2V0YmFsbCBhc3NvY2lhdGlvbg%3D%3D,/@NBA,NBA,"THUNDER at ROCKETS | FULL GAME HIGHLIGHTS | January 15, 2026",683K,5 days,"The Thunder defeated the Rockets, 111-91 tonight in Houston. Shai Gilgeous-Alexander contributed a team-high 20 points to go ...",2026-01-21 10:02:31.652318
/shorts/xbzGnEpBXT0,/@ACCDigitalNetwork,ACC Digital Network,The greatest dunk that never was 😧 #vincecarter #unctarheels #uncbasketball  #accbasketball #ncaambb,1.9M,11 months,"SUBSCRIBE: http://bit.ly/Oqg3iE The ACC Digital Network (theACCDN) is a project of Raycom Sports, a long-time television ...",2026-01-21 10:02:31.654482
/shorts/1ZN1ZzbhSwI,/@thedeep3pod,The Deep 3,The Tallest NBA Players Ever! 🏀,1M,4 days,Tall NBA stars! #nba.,2026-01-21 10:02:31.655828
